"q00_id","q01_num_hijos","q02a_birth_child","q02b_birth_child","q02c_birth_child","q02d_birth_child","q03_help","q04_excedencia_all","q05_duration_child","q06_duration_child","q07_duration_child","q08_main_reason","q09a_secondary_reason","q09b_secondary_reason","q09c_secondary_reason","q09d_secondary_reason","q10_diff_reasons","q11_other_ask","q12_other_not_reason","q13a_conciliation_opts","q13b_conciliation_opts","q13c_conciliation_opts","q14_company_reaction","q15_mates_reaction","q16_formation_time","q17_work_during","q18_back_work","q19_tasks_after","q20_current_tasks","q21_excedencia_general_evaluation","q22_excedencia_needs_improvements","q23_excedencia_specify_improvements","q24_conciliation_general_evaluation","q25_conciliation_needs_improvements","q26_conciliation_specify_improvements","q27_experience_description","q28_comments","q29_age","q29_genre","q31_civil_status","q32_education","q33_job","q34_contract","q35_salary","origen"
24,"1",2005,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","12 meses 1","","","Sentía que mi puesto de trabajo estaba asegurado","podía hacerlo y me apetecia",NA,NA,NA,"","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Indiferencia","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",6,"Sí, creo que necesita alguna mejora.","Cobrar un minimo",6,"Sí, creo que necesita alguna mejora.","Yo tengo la suerte de trabajar en lo público  
Igualdad para la priva","Enriquecedora a veces agobiante otras","",1967,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 30.001 y 50.000 euros ","new"
25,"2",2010,2016,NA,NA,"No, no cuento con nadie más","no","18 meses. 2 hijo","0","O","Quería dedicarme por completo a mi/s hijo/s","No contaba con ayuda externa de familiares","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,"En el primero no la solicité y lo llevé a la guardería muy pequeñito, experiencia que no quería repetir con el segundo. Esta vez no quiero perderme nada ni que el bebé lo pase mal.","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Flexibilidad de horario","Reducción de jornada",NA,"Hostilidad","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé trabajos de menor responsabilidad ","otros: No hace más de 3 años",3,"Sí, creo que necesita alguna mejora.","Deberia cobrarse un mínimo, aunque fuese solo para cubrir gastos del bebé.
Deberia verse como algo positivo y no recriminante por la empresa y compañeros.
Deberia haber más facilidades de teletrabajo",3,"Sí, creo que necesita alguna mejora.","Reducción de jornada sin reducción de retribuciones para el cuidado de los hijos hasta los 12 años, por ejemplo.
Más ayudas económicas para poder pagar ayuda, en caso de no tener familiares disponibles.","La mejor decisión","Es un sacrificio económico que merece la pena.",1981,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
26,"2",2013,2015,NA,NA,"No, no cuento con nadie más","si","5","5","2","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","No tenía una opción real de adaptar la jornada a mis necesidades familiares ",NA,NA,NA,"","no","otros: Era menos probable que yo perdiera mi puesto de trabajo","Reducción de jornada",NA,NA,"Indiferencia","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",4,"Sí, creo que necesita alguna mejora.","Mayor facilidad para alternar cuidados entre padre y madre",2,"Sí, creo que necesita alguna mejora.","Facilidad por parte de las empresas para ayudar a la conciliación y oferta pública para cuidado los niños cuando no hay calendario escolar: puentes y vacaciones","Necesidad, sacrificio económico y facilidad en mi caso","",1977,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","otros: Fijo","Entre 15.001 y 25.000 euros","new"
27,"1",2015,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","13 meses","3 meses. 1er y único hijo.","O","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","",5,"Sí, creo que necesita alguna mejora.","La excedencia debería ampliarse a más de los 3 años de edad del hijo/a.
Deberías poder volver a tu mismo puesto independientemente de la duración de la experiencia.",3,"Sí, creo que necesita alguna mejora.","","Lo más beneficioso para nuestra familia.","",1977,"Mujer","Vivo en pareja","Formación profesional ","Trabajo en el sector público","Indefinido","Prefiero no contestar","new"
28,"2",2000,NA,NA,NA,"No, no cuento con nadie más","no","12 2","","","No contaba con ayuda externa de familiares","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","otros: Es autónomo","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Es de mayor rango ",6,"Sí, creo que necesita alguna mejora.","Yo soy funcionaria. La empresa privada no tiene nada que ver",5,"Sí, creo que necesita alguna mejora.","Involucración del hombre","Fácil
Cómoda
Gratificante","",1967,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
29,"1",1981,NA,NA,NA,"No, no cuento con nadie más","no","Ninguna","Ninguna","Ninguno","otros: Ninguno","Ninguno",NA,NA,NA,"-","no","No aplica","Flexibilidad de horario",NA,NA,"otros: -","otros: -","otros: -","otros: -","otros: -","otros: -","No estoy trabajando actualmente",4,"Sí, creo que necesita alguna mejora.","Subvencciones administrativas",4,"Sí, creo que necesita alguna mejora.","Reconocimiento laboral a una percepción económica","NO HE PADECIDO EXCEDENCIAS DE ESE TIPO.","El reconocimiento por parte del Estado.",1950,"Hombre","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo por cuenta propia","Indefinido","Prefiero no contestar","new"
30,"1",2016,NA,NA,NA,"No, no cuento con nadie más","si","12","","","Quería dedicarme por completo a mi/s hijo/s","No contaba con ayuda externa de familiares","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"","no","otros: Miedo a perder el empleo, y dificultad para encontrar otro.","Reducción de jornada",NA,NA,"Indiferencia","Comprensión","otros: Lo intenté, pero me fue imposible ","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","otros: Terminó hace unos meses",7,"Sí, creo que necesita alguna mejora.","Cobrar algo, una especie de paro o baja maternal ",4,"Sí, creo que necesita alguna mejora.","Muchas... La principal que no esté mal visto y no tenga repercusiones en la empresa privada. Yo no tengo ese problema por ser funcionaria,pero mi marido sí. ","Dura, pero merece la pena.","",1980,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Temporal","Entre 25.001 y 30.000 euros ","new"
31,"1",2013,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","7 meses","","","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Indiferencia","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","Es de menor rango ",5,"Sí, creo que necesita alguna mejora.","Excedencias cortas en caso de enfermedad del menor",4,"Sí, creo que necesita alguna mejora.","Mayor flexibilidad horaria","Lo volvería a hacer","",1983,"Mujer","Casado/a","Formación profesional ","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
32,"2",2012,2015,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","1- 3meses; 2- 12 meses","12 meses","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"","no","","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",7,"otros: Me gustaría que no fuera necesario por tener permiso de maternidad más largo","",6,"Sí, creo que necesita alguna mejora.","Permisos más largos, horarios flexibles y por objetivos","Maravilloso, gratificante, costoso ","",1976,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 30.001 y 50.000 euros ","new"
33,"1",2017,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","12","","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","si","","Trabajo por objetivos",NA,NA,"Indiferencia","Comprensión","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","No","La excedencia no ha acabado aún","otros: Aún no me he reincorporado ","",4,"Sí, creo que necesita alguna mejora.","",1,"Sí, creo que necesita alguna mejora.","Baja igual no transferible.
Servicio de guardería público y flexible. 
Días por enfermedad de hijo con compensación para la empresa...
Gestión periodos vacacionales... ","","",1982,"Hombre","Casado/a","Formación profesional ","Trabajo en el sector privado","Temporal","Menos de 15.000 euros ","new"
34,"2",2010,2013,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","28","","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"","no","No aplica","Reducción de jornada",NA,NA,"Indiferencia","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","Realicé algún trabajo sin contrato","Cambió el tipo de jornada ","Realicé trabajos de menor responsabilidad ","",5,"No, considero que funciona bien.","",4,"Sí, creo que necesita alguna mejora.","En mi caso, poder adaptar en cualquier momento del año el tipo de jornada al momento y necesidadesffamiliares","Gratificante vivenciar este proceso familiar desde la dedicacion

Gran aportacion de la distancia con el puesto de trabajo a una nueva vision sobre este mismo

Si las circunstancias lo permiten,  repetire experiencia","Si. 
Me falta un poco el hacer incapie en cual es la situacion familiar peincipalmdnte de la pareja por ser el elemento primordial de sosten: apoya en la crianza?  Esta presente?  Trabaja tb por su cuenta?  Esta cercano a los hijos?  Apoya que se solicite la excedencia?  
Siento que son estos datos muy  importantes para entender la naturaleza de la necesidad que lleva a una excedencia",1985,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
35,"2",2013,2015,NA,NA,"Sí, los abuelos u otros familiares viven en el hogar ","si","12","19","","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Indiferencia","otros: Envidia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","otros: Al pedirme reducción me han castigado en in peor puesto","",2,"Sí, creo que necesita alguna mejora.",".",1,"Sí, creo que necesita alguna mejora.","En mi caso lo único que ofrecen es una reducción de jornada y por cogerla te castigan","Se acaba pagando ","",1974,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","otros: Fijo","Prefiero no contestar","new"
36,"1",2016,NA,NA,NA,"Sí, los abuelos u otros familiares viven en el hogar ","si","3 meses y medio","-","-","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"-","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","",7,"Sí, creo que necesita alguna mejora.","Ayudas para familias que quieran dedicarse al cuidado del menor, al menos durante el primer año.",7,"Sí, creo que necesita alguna mejora.","Mejores horarios y mayor flexibilidad","Comprensión, facilidades, reducción de jornada","He tenido que volver cuando mi bebe cumplía 9meses y la vuelta ha sido muy dura, si hubiera podido la habría alargado más pero lamentablemente la economía no ayuda nada..",1985,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Menos de 15.000 euros ","new"
37,"1",2016,NA,NA,NA,"otros: Los abuelos y la guardería ","si","11 meses","","","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Quería dedicarme por completo a mi/s hijo/s",NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Emprendí mi propia actividad","Realicé trabajos de menor responsabilidad ","",1,"Sí, creo que necesita alguna mejora.","En mi caso, la excedencia no me permitía realizar trabajos como freelance dentro del mismo sector, aún siendo a media jornada (menos horas). Si fuera en otro sector sí que sería posible, pero reinventarse profesionalmente durante una excedencia por maternidad es una locura. Total, que te quedas completamente desenganchada.
",1,"Sí, creo que necesita alguna mejora.","No es real tal sistema. Por poner algunos ejemplos:

- El tiempo de baja (4 meses), que no es suficiente ni para seguir las recomendaciones de la OMS (lactancia a demanda los 6 primeros meses).

- las desigualdades derivadas de que el padre no tenga más que 1 mes de baja (y muchos ni lo respetan). Si fueran 6 meses cada uno, intransferibles y no renunciables, empezaríamos a hablar de igualdad.

- los horarios laborales de este país son infames. Trabajando 9 ó 10h diarias es imposible conciliar ni vida familiar ni personal ni nada en absoluto.

- la cultura laboral de calentar la silla en vez de trabajar por objetivos

-la falta de opciones de trabajo en remoto. El presentismo no ayuda.","Agotadora.
Sentimiento de descuelgue laboral (menos valorada).
Orgullosa de haber disfrutado de mi hijo durante casi su primer año de vida.","",1981,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","otros: A punto de comenzar a trabajar por cuenta propia ","otros: freelance","Entre 30.001 y 50.000 euros ","new"
